tiktok	1156	You’ll Never Drink Alone at Mulligan’s. Even after last orders, somet...
tiktok	745	Winnats Pass holds a secret buried in the stone. A true story of love...
tiktok	540	What Follows at Swindon Town? One member of staff stayed late. He won...
tiktok	1497	The Skirrid Inn. Oldest pub in Wales.  #SkirridInn #HauntedUK #WalesT...
tiktok	1206	The Most Haunted Village in Britain – Pluckley, Kent. #paranormaluk #...
tiktok	2554	The Last Trip to Glencoe   #CreepyTok #Glencoe #ScotlandTikTok #Horro...
tiktok	1607	Newsham Park Hospital - Fifteen and stupid led us into a nightmare. W...
tiktok	1517	First-Hand Account: The Yates's Worksop Haunting. #paranormaluk #haun...
tiktok	1669	The Terrifying Cost of Peace. (A Pact Made With The Dead) #paranormal...
tiktok	923	The Royal Cover-Up: Tower Ghosts #royalghosts #toweroflondon #haunted...
tiktok	1403	I saw a face in that well. 😱 The terrifying true story of Elizabeth R...
tiktok	649	Willington Mill House: The poltergeist with no reason. Hear the chill...
tiktok	1039	The infamous Brown Lady of Raynham Hall. An image caught in a blink, ...
tiktok	13000	The Belfast Night Watch. Some things never leave. 🕯️ A real ghost sto...
tiktok	2269	The Girl of Cannock Chase | #GhostStory #CannockChase #TrueTerror #UK...
tiktok	15400	The Black Nun of Llangrannog | “She sang me a lullaby. I haven’t slep...
tiktok	1635	The White Lady of Kinsale | Locals still whisper about the woman who ...
tiktok	911	They say a rider still haunts Dalley Lane near Belper… but only after...
tiktok	2506	This council house in Northfleet was never right. But the new tenant ...
tiktok	292	1977 The Enfield Poltergeist
tiktok	328900	He was buried in 1814, but something still walks the vaults beneath E...
youtube	0	See If You Can
youtube	5	Don't Turn Round
youtube	5	Stay Close To It
youtube	16	He Was Three
youtube	13	The Children Gave It A Name - Epworth Rectory, 1716
youtube	14	Except One Thing On The Wall - The Crying Boy, 1985
youtube	24	In Her Own Kitchen - The Cage, St Osyth
youtube	16	It Was On The Landing - The Hexham Heads, 1971
youtube	14	Not To Keep People Out - The Real Hound of the Baskervilles Tomb
youtube	22	And They Still Tell You To Shake His Hand - St Michan's Crypt, Dublin
youtube	2	Ordinary People. With Stakes. - The Highgate Vampire, 1970
youtube	40	Something Said It Back - RAF Harrington and the Joe Hole
youtube	15	Don't Stop For Him - RAF Burtonwood and the MP in White Spats
youtube	62	They Burned Them So They'd Stay Down - Wharram Percy
youtube	2	Don't Answer It On Pendle Hill - Lancashire
youtube	20	Don't Stand Under The Chained Oak - Staffordshire
youtube	1	Don't Let The Lead Go - Overtoun Bridge, Scotland
youtube	8	Don't Take The Top Room - 50 Berkeley Square, London
youtube	1	The Departures Column - The Ancient Ram Inn
youtube	12	They Count You In - The Crumlin Road Tunnel, Belfast
youtube	16	The Visitors' Book - Sandwood Bay, Scotland
youtube	60	The Hotel in the Hanging Jail - Bodmin, Cornwall
youtube	14	The Banshee of Duckett's Grove - Ireland's Cursed Mansion
youtube	19	The Castle They Stripped Bare - Gwrych Castle, Wales
youtube	7	The Blue Boy in the Wall - Chillingham Castle
youtube	51	The Hairy Hands of Dartmoor - England's Strangest Road Haunting
youtube	59	The Big Grey Man of Ben Macdhui - Scotland's Mountain Horror
youtube	17	The Ghost Road - Scotland's Most Haunted Highway (A75)
youtube	55	Britain's Most Violent Haunting - 30 East Drive, Pontefract
youtube	12	The Devil's Card Game - The Hellfire Club, Dublin
youtube	11	The Room That Fills With Toys - Mary King's Close, Edinburgh
youtube	186	Wife Locked in Castle Tower and Left to STARVE | Ballygally Castle Horror #haunted #castle #NIreland
youtube	432	Leap Castle: The World’s Most Haunted Castle 👻 #LeapCastle #HauntedIreland #GhostStories
youtube	246	The Haunted Piper Beneath Edinburgh Castle #ghoststory  #HauntedPlaces
youtube	1100	The Stocksbridge Bypass Haunting | True UK Ghost Story #StocksbridgeBypass #UKGhostStories
youtube	290	The Ghost of Smithfield Market, Belfast still sings through the fog | #ghoststory #paranormal
youtube	244	They sealed her alive in the walls of Whitby Abbey in 1538.
youtube	968	The Ghost Ship That Still Sails Filey Bay
youtube	469	Haunted: The Chilling Ghost Stories of King Edward VI High School for Girls
youtube	568	The Omen of Glasgow Royal Infirmary – True Paranormal Encounter #glasgowinfirmary #paranormal
youtube	200	You’ll Never Drink Alone at Mulligan’s | Real Dublin Ghost Story #Mulligans #hauntedireland
youtube	291	Winnats Pass, 1758. A couple vanished. Four men kept a secret. The land never did.#WinnatsPass
youtube	178	He Stayed Late at Swindon Town. He Shouldn’t Have.  #stfc  #ghoststory #ukhaunts #horror #creepy
youtube	99	The Last Trip to Glencoe | Would you offer a lift? #ghoststory #scarystories #ukhaunts #scarystory
youtube	99	Pluckley – A Village Watched by Its Dead  #ghoststory #scary #horrorstories  #kent
youtube	152	Skirrid Inn, Wales. A courtroom upstairs.The rope beam’s still there.Some things never left.
youtube	1100	Forgotten Halls: The Chilling Secret of Newsham Park Hospital  #ghoststory #scary #liverpoolhistory
youtube	122	First-Hand Account: The Yates's Worksop Haunting (True Story) #ghoststory #scary #horror #ukhaunts
youtube	189	The Screaming Skull: A Pact Made With The Dead (Burton Agnes Hall)  #scary #ghoststory #horror
youtube	722	The Royal Secret They Buried: Tower of London Ghosts  #scary #ghoststory #horror  #toweroflondon
youtube	129	What Lies in the Well? The Chilling Elizabeth Ruffin Story #CarisbrookeCastle #IsleOfWight
youtube	102	Is THIS England's Scariest Poltergeist Case? | Willington Mill House
youtube	173	The Haunting of Raynham Hall: The Unexplained Brown Lady Photograph
youtube	327	Chilling True Ghost Story: The Belfast Night Watch (Haunted Harbour Office)
youtube	99	The Cannock Chase Scream | True Story of the Black-Eyed Girl
youtube	1900	The Black Nun of Llangrannog  #horror  #quotes #blacknunn #paranormalactivity
youtube	269	The White Lady of Kinsale | One of Ireland's Most Chilling Hauntings #paranormal  #ghoststories
youtube	141	What Waits on Dalley Lane | Derbyshire’s Forgotten Rider
youtube	1000	The Enfield Poltergeist, 1977. Real terror in a London council house.
youtube	319	He was buried in 1814. But they still hear him in the vault.
